,candidate_id,name,state,party,office,candidate_status,district,election_year,incumbent_challenge_full,has_raised_funds,amount_raised,amount_spent,cash_on_hand_end_period,debts_owed_by_committee,coverage_end_date,is_election,federal_funds_flag
1295,P00010082,"GABRIEL, NAJAH KARIMA MS.",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1296,H0OK04141,"GHAZANFARI, ARASH M",OK,DEMOCRATE,House,not-yet-a-candidate,04,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1297,P00009779,"DANIEL, JUSTIN",US,INDEPENDENCE PARTY,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1298,P00009985,"WEIKERT, STEVEN GABRIEL MR.",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1299,P00010090,"AVINA, CANDACE MARIE BATES",US,UNKNOWN,President,not-yet-a-candidate,00,2020,Challenger,True,25.0,25.0,25.0,0.0,2019-03-31,True,False
1300,P00010116,"ANGELO-HAIGHT, SARAH",US,INDEPENDENT,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1301,P00010132,"DUNLAP, JASON E SFC",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1302,P00010256,"HAIGOOD, RAYMOND",US,INDEPENDENT,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1303,P00010280,"STEWART, SEBASTIAN AUSTIN MR.",US,REPUBLICAN,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1304,P00010306,"WHARTON, JEFFREY R MR.",US,REPUBLICAN,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1305,H0NY15160,"TORRES, RITCHIE JOHN",NY,DEMOCRATE,House,present-candidate,15,2020,Open seat,True,1715179.08,1503770.29,211508.79,10250.0,2020-06-30,True,False
1306,S8AZ00189,"BRITTAIN, CRAIG R",AZ,REPUBLICAN,Senate,not-yet-a-candidate,00,2020,Challenger,True,3075.68,0.0,3075.68,0.0,2019-06-30,True,False
1307,H0PR01018,"NADAL POWER, JOSE",PR,DEMOCRATE,House,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1308,H0TX31055,"KADIR, OMAR",TX,DEMOCRATE,House,not-yet-a-candidate,31,2020,Challenger,True,235.3,235.3,0.0,0.0,2019-10-01,True,False
1309,H8CA05183,"KISHINEFF, JASON",CA,GREEN PARTY,House,not-yet-a-candidate,05,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1310,P00010504,"WHITE, DARRYL CEDRIC MR.",US,WRITE-IN,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1311,P00010561,"GORDON, JEREMY",US,WRITE-IN,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1312,P00010629,"PETRO, IAN",US,INDEPENDENT,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1313,P00010637,"BROWN, ERIK",US,REPUBLICAN,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1314,P00010694,"BEARDSLEY, TERRY ROGER MR II",US,INDEPENDENCE PARTY,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1315,P00010702,"KINCHEN, KEVIN ANDREW",US,AMERICAN INDEPENDENT PARTY,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1316,P00010736,"CORMIER, KEVIN COMMANDER",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1317,P00010751,"CARRINGTON, HAROLD MARVIN MR JR",US,CITIZENS' PARTY,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1318,P00010769,"MCCOLLUM, GREGORY D. MR SR.",US,UNAFFILIATED,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1319,P00010819,"POLK, JAMES ALLEN",US,INDEPENDENT,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1320,P00010868,"NYBERG, RYAN ERNST",US,OTHER,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1321,P00010900,"ARANJO, ROLAND",US,GREEN PARTY,President,not-yet-a-candidate,00,2020,Challenger,True,2047.0,2047.0,0.0,2269.03,2020-02-10,True,False
1322,P00010942,"STAGGS, JAMIE LEON MR.",US,NONE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1323,P60007895,"MANLEY, ELIJAH",US,SOCIALIST PARTY U.S.A.,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1324,S0AL00222,"SANDERS, JARMAL JABBAR REV",AL,UNAFFILIATED,Senate,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1325,S0AZ00368,"VASQUEZ, JUAN ANGEL MD",AZ,DEMOCRATE,Senate,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1326,S0LA00295,"FITCH, GREGORY E",LA,NO PARTY AFFILIATION,Senate,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1327,S0OR00311,"REESE, LARRY WALLACE MR.",OR,REPUBLICAN,Senate,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1328,S0KY00297,"MORGAN, CLINTON WESLEY",KY,REPUBLICAN,Senate,present-candidate,00,2020,Challenger,True,288018.08,287543.99,474.09,45713.39,2020-06-30,True,False
1329,H0TX28069,"WHITTEN, SANDRA LINN MRS.",TX,REPUBLICAN,House,present-candidate,28,2020,Challenger,True,14737.76,11933.84,1772.46,0.0,2020-06-30,True,False
1330,H0HI02197,"HOOMANAWANUI, JONATHAN",HI,OTHER,House,not-yet-a-candidate,02,2020,Open seat,True,860.0,892.51,191.88,0.0,2020-06-30,True,False
1331,H0TX22187,"HILL, GREG",TX,REPUBLICAN,House,present-candidate,22,2020,Open seat,True,439399.72,438590.63,809.09,57087.36,2020-06-30,True,False
1332,P00012799,"BELLAR, BARBARA RUTH DR.",US,REPUBLICAN,President,present-candidate,00,2020,Challenger,True,5050.75,729.0,4292.0,0.0,2020-06-30,True,False
1333,H0NY03075,"D'ARRIGO, MELANIE",NY,DEMOCRATE,House,present-candidate,03,2020,Challenger,True,189663.32,155309.44,34353.88,62859.01,2020-06-30,True,False
1334,H0NY17281,"PARKER, CATHERINE F",NY,DEMOCRATE,House,present-candidate,17,2020,Open seat,True,130751.48,129993.0,758.48,8786.61,2020-06-30,True,False
1335,H0CA03128,"HAMILTON, TAMIKA",CA,REPUBLICAN,House,present-candidate,03,2020,Challenger,True,146236.4,121198.91,25037.49,100.0,2020-06-30,True,False
1336,S8MS00287,"ESPY, MICHAEL",MS,DEMOCRATE,Senate,present-candidate,00,2020,Challenger,True,1424313.02,1038054.49,680429.23,0.0,2020-06-30,True,False
1337,S0AL00263,"MOONEY, ARNOLD",AL,REPUBLICAN,Senate,present-candidate,00,2020,Challenger,True,966779.6,759908.07,206871.53,0.0,2020-06-30,True,False
1338,S0NH00300,"O'DONNELL, JUSTIN F",NH,LIBERTARIAN PARTY,Senate,not-yet-a-candidate,00,2020,Challenger,True,1675.0,157.98,4607.69,0.0,2020-06-30,True,False
1339,H0NY15293,"NEWSOME, CHIVONA RENEE",NY,DEMOCRATE,House,present-candidate,15,2020,Open seat,True,38594.45,33907.0,4687.45,500.0,2020-06-30,True,False
1340,H0NJ08145,"SHEEHAN, WILL",NJ,DEMOCRATE,House,present-candidate,08,2020,Challenger,True,19000.29,17833.58,1166.71,0.0,2020-06-27,True,False
1341,H0NC10201,"JOHNSON, DAVID L",NC,REPUBLICAN,House,not-yet-a-candidate,10,2020,Challenger,True,4147.7,4147.7,0.0,0.0,2020-03-31,True,False
1342,H0CA43108,"COLLINS, JOE",CA,REPUBLICAN,House,present-candidate,43,2020,Challenger,True,3165012.88,2832120.49,332892.39,500.0,2020-06-30,True,False
1343,H8CA20059,"NUNES, DEVIN G.",CA,REPUBLICAN,House,present-candidate,22,2020,Incumbent,True,16317299.81,10022082.42,10533844.88,0.0,2020-06-30,True,False
1344,H0FL05170,"ADLER, GARY",FL,REPUBLICAN,House,present-candidate,05,2020,Challenger,True,53576.0,35561.22,18014.78,20000.0,2020-07-29,True,False
1345,H8NC13067,"MANNING, KATHY",NC,DEMOCRATE,House,present-candidate,06,2020,Open seat,True,1440989.73,1136819.39,309822.68,250000.0,2020-06-30,True,False
1346,S2KY00012,"MCCONNELL, MITCH",KY,REPUBLICAN,Senate,present-candidate,00,2020,Incumbent,True,37655444.6,21249017.58,16654667.38,0.0,2020-06-30,True,False
1347,P00010983,"ROBB, SAMUEL JOSPEH",US,LIBERTARIAN PARTY,President,present-candidate,00,2020,Challenger,True,12980.0,12980.0,0.0,0.0,2020-06-30,True,False
1348,H0NY17174,"JONES, MONDAIRE",NY,DEMOCRATE,House,present-candidate,17,2020,Open seat,True,1711914.95,1589494.15,122420.8,357.44,2020-06-30,True,False
1349,H6CA44103,"BARRAGAN, NANETTE",CA,DEMOCRATE,House,present-candidate,44,2020,Incumbent,True,855634.75,579480.98,867019.42,0.0,2020-06-30,True,False
1350,S0WV00215,"SWEARENGIN, PAULA JEAN",WV,DEMOCRATE,Senate,present-candidate,00,2020,Challenger,True,594500.06,464111.88,130388.18,0.0,2020-06-30,True,False
1351,S4NJ00250,"MEISSNER, STUART",NJ,REPUBLICAN,Senate,present-candidate,00,2020,Challenger,True,316535.0,315410.0,1125.0,185291.53,2020-06-30,True,False
1352,S0KS00208,"LATURNER, JAKE",KS,REPUBLICAN,Senate,present-candidate,00,2020,Open seat,True,510467.0,510467.0,0.0,0.0,2020-06-30,True,False
1353,H0SC03150,"WELCH, MARK DILLING MR.",SC,DEMOCRATE,House,present-candidate,03,2020,Challenger,True,7713.94,5187.1,2338.84,6200.0,2020-06-30,True,False
1354,H0NH01290,"MAYBERRY, MATT",NH,REPUBLICAN,House,present-candidate,01,2020,Challenger,True,151651.77,78430.97,73220.8,12800.0,2020-06-30,True,False
1355,H0IN09195,"POWELL, MARK J. REV",IN,DEMOCRATE,House,present-candidate,09,2020,Challenger,True,7777.77,6300.44,1477.33,7777.77,2020-06-30,True,False
1356,H0CA48172,"BURLEY, BRIAN J MR.",CA,REPUBLICAN,House,present-candidate,48,2020,Challenger,True,145320.6,145311.78,8.82,53180.02,2020-06-30,True,False
1357,S0NM00124,"RONCHETTI, MARK V.",NM,REPUBLICAN,Senate,present-candidate,00,2020,Open seat,True,1386070.16,815250.99,570819.17,0.0,2020-06-30,True,False
1358,S8NE00216,"JANICEK, CHRIS EDWARD MR",NE,DEMOCRATE,Senate,present-candidate,00,2020,Challenger,True,125684.75,121678.1,7510.71,81006.31,2020-06-30,True,False
1359,S0KY00271,"COX, STEVEN JEWELL ISOM",KY,DEMOCRATE,Senate,present-candidate,00,2020,Challenger,True,10125.0,9412.0,595.0,0.0,2019-06-30,True,False
1360,S0ME00053,"LONDON, CATHLEEN GREENBERG DR",ME,DEMOCRATE,Senate,present-candidate,00,2020,Challenger,True,59524.26,13751.13,42207.0,0.0,2019-03-31,True,False
1361,S8MS00055,"COCHRAN, THAD",MS,REPUBLICAN,Senate,present-candidate,00,2020,Incumbent,True,1265854.0,1279148.0,7885.0,0.0,2018-06-30,True,False
1362,H0NV03132,"RODIMER, DAN",NV,REPUBLICAN,House,present-candidate,03,2020,Challenger,True,889141.37,634728.63,254412.74,183610.55,2020-06-30,True,False
1363,H8NJ02166,"VAN DREW, JEFF MR",NJ,REPUBLICAN,House,present-candidate,02,2020,Incumbent,True,2655679.89,1459625.12,1200255.09,0.0,2020-06-30,True,False
1364,H8NM03196,"LUJAN, BEN R MR.",NM,DEMOCRATE,House,present-candidate,03,2020,Incumbent,False,0.0,0.0,0.0,0.0,,True,False
1365,H8IN05196,"CHRISTIE, JENNIFER",IN,DEMOCRATE,House,present-candidate,05,2020,Open seat,True,41206.32,42717.38,681.47,0.0,2020-06-30,True,False
1366,H8FL15164,"MILLER, LORETTA",FL,DEMOCRATE,House,not-yet-a-candidate,15,2020,Open seat,False,0.0,0.0,0.0,0.0,,True,False
1367,P00011056,"FRAZEE, PHILIP",US,NONE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1368,P00011072,"MIHAMA, CHIYO",US,COMMUNIST PARTY,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1369,P00011080,"CHANEY, ROGER MR JR",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1370,P00011148,"WOOLARD, RICKY DALE",US,INDEPENDENT,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1371,P00011171,"GOOD, DUSTIN L",US,REPUBLICAN,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1372,P00011205,"SPORTSINTERVIEWS, LEOMARD",US,LIBERTARIAN PARTY,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1373,P00011262,"BELLE, ANITA EILEEN",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1374,P80003114,"BLYTH, JOHN DOUGLAS",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1375,P00008128,"ATANUS, SUSANNE",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,True,746.0,677.0,118.0,0.0,2019-01-31,True,False
1376,P80004369,"AUGUSTSON, ALAN",US,GREEN PARTY,President,not-yet-a-candidate,00,2020,Challenger,True,306.59,306.59,0.0,0.0,2019-06-11,True,False
1377,H0NC09161,"RIDENHOUR, MATTHEW",NC,REPUBLICAN,House,present-candidate,09,2020,Open seat,True,92524.65,92524.65,0.0,0.0,2019-05-31,True,False
1378,P00009159,"GONZALEZ, RAYMOND",US,INDEPENDENT,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1379,P00010363,"HOVIS, PETER ANTHONY",US,INDEPENDENT,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1380,H0NC03289,"CLARK, CHIMER DAVIS JR",NC,REPUBLICAN,House,not-yet-a-candidate,03,2020,Challenger,True,125620.0,125620.0,0.0,0.0,2019-06-11,True,False
1381,S0NC00285,"FULLER, TREVOR MICHAEL",NC,DEMOCRATE,Senate,present-candidate,00,2020,Challenger,True,31597.95,30038.26,457.73,0.0,2019-09-30,True,False
1382,S0NC00293,"SMITH, SANDY",NC,REPUBLICAN,Senate,present-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1383,H0SC01360,"COVERT, MICHAEL",SC,REPUBLICAN,House,present-candidate,01,2020,Challenger,True,175806.37,165724.81,10081.56,25000.0,2020-03-31,True,False
1384,P80005572,"LA RIVA, GLORIA ESTELA",US,PEACE AND FREEDOM,President,present-candidate,00,2020,Challenger,True,19368.2,9701.51,5791.49,1000.0,2020-06-30,True,False
1385,H0NY04164,"DENNEHY, EDWARD LEO III",NY,INDEPENDENT,House,present-candidate,04,2020,Challenger,True,15000.0,15000.0,0.0,0.0,2020-08-04,True,False
1386,P00010298,"BUTTIGIEG, PETE",US,DEMOCRATE,President,present-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1387,H0CA45160,"GONZALES, CHRISTOPHER JOHN",CA,REPUBLICAN,House,present-candidate,45,2020,Challenger,True,37892.0,36050.88,1841.12,7340.0,2020-06-30,True,False
1388,H0TX09184,"WILLIAMS, MELISSA MECHELLE",TX,DEMOCRATE,House,present-candidate,09,2020,Challenger,True,58113.37,57235.74,0.0,0.0,2020-06-30,True,False
1389,H0LA05104,"ROBINSON, RANDALL SCOTT",LA,REPUBLICAN,House,present-candidate,05,2020,Open seat,True,139810.6,103754.24,36056.36,58000.0,2020-07-04,True,False
1390,H4MI07103,"WALBERG, TIMOTHY L REP",MI,REPUBLICAN,House,present-candidate,07,2020,Incumbent,True,1697883.39,562843.77,1189130.12,0.0,2020-07-15,True,False
1391,H8AZ09040,"STANTON, GREG",AZ,DEMOCRATE,House,present-candidate,09,2020,Incumbent,True,1383456.69,629282.78,798559.3,0.0,2020-07-15,True,False
1392,H0WA10034,"STRICKLAND, MARILYN",WA,DEMOCRATE,House,present-candidate,10,2020,Open seat,True,603073.14,414743.85,188329.29,122620.0,2020-07-15,True,False
1393,P00010173,"MCGEE-SMITH KEARNEY, VANESSA",US,INDEPENDENT,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1394,H0TX21114,"FELTS, MICHAEL JOSEPH MR",TX,INDEPENDENT,House,not-yet-a-candidate,21,2020,Challenger,True,3570.0,1850.82,3353.77,0.0,2019-06-30,True,False
1395,H0FL12176,"SMITH, ZACHARY",FL,REPUBLICAN,House,not-yet-a-candidate,12,2020,Challenger,True,500.0,275.35,224.65,0.0,2019-06-30,True,False
1396,H0FL14107,"WIGGINS, LLOYD ARTHUR MR.",FL,REPUBLICAN,House,not-yet-a-candidate,14,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1397,H8AZ01104,"KIRKPATRICK, ANN",AZ,DEMOCRATE,House,present-candidate,02,2020,Incumbent,True,1485478.19,805818.26,751851.18,0.0,2020-07-15,True,False
1398,S0KS00349,"HAMILTON, BOB",KS,REPUBLICAN,Senate,present-candidate,00,2020,Open seat,True,3695530.0,2731234.99,964295.01,3753375.65,2020-07-15,True,False
1399,H0MI06160,"TIDWELL, ANDREW J",MI,INDEPENDENT,House,not-yet-a-candidate,06,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1400,H0NC03321,"TABOR, MICHAEL HENRY MR.",NC,REPUBLICAN,House,not-yet-a-candidate,03,2020,Open seat,False,0.0,0.0,0.0,0.0,,True,False
1401,H0NC09237,"ANGLIN, CHRIS",NC,REPUBLICAN,House,not-yet-a-candidate,09,2020,Open seat,False,0.0,0.0,0.0,0.0,,True,False
1402,H0NM03128,"PEGUE, JAYMESON MS.",NM,DEMOCRATE,House,not-yet-a-candidate,03,2020,Open seat,False,0.0,0.0,0.0,0.0,,True,False
1403,H0NY04115,"LEBLANC, DAVID J",NY,DEMOCRATE,House,not-yet-a-candidate,04,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1404,H0NY06052,"DIBONO, MATTHEW C",NY,DEMOCRATE,House,not-yet-a-candidate,06,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1405,H0TX08111,"OSBORNE, JACOB NATHANIEL",TX,DEMOCRATE,House,not-yet-a-candidate,08,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1406,H0TX31071,"CURTIS, JON",TX,DEMOCRATE,House,not-yet-a-candidate,31,2020,Challenger,True,3119.79,3371.51,0.64,0.0,2019-09-30,True,False
1407,H0UT02252,"JENSEN, TYRONE T",UT,REPUBLICAN,House,not-yet-a-candidate,02,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1408,H6IL01175,"TILLMAN II, JIMMY LEE",IL,REPUBLICAN,House,not-yet-a-candidate,01,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1409,P00011403,"BAGIACKAS, JAMES PENCE RN",US,WRITE-IN,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1410,P00011411,"NUTS, KAREN DEEZ (^3^) SUFFIX",US,COMMUNIST PARTY,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1411,P00011452,"OLIVER, MALCOLM KHALID",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1412,P00011577,"GAMMON, CONNIE",US,UNAFFILIATED,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1413,P00011700,"MAKORI, KISARE O MR",US,CONSERVATIVE PARTY,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1414,P00011783,"SACKERMAN, KURT",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1415,P00011809,"FOX, JAMES CARTRELL MR ST",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1416,P00011817,"ANDERSON, CONTESSA COURTNEY",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1417,P00011924,"CHAVEZ, RAMIE NICOLE",US,REPUBLICAN,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1418,P00011973,"ROCKMAN, CHRISTOPHER DALE MR.",US,WRITE-IN,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1419,P00012062,"MCCARTHY, PATRICK",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1420,P00012252,"ALEAANDRIA-WILLIAMS, MARION LATROY MR.",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1421,P00012260,"SUMMERS, LUKE AUSTIN",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1422,S0NC00301,"WILLIAMS, STEVEN LATHROP MR.",NC,DEMOCRATE,Senate,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1423,S0WY00111,"JAGODA, CHUCK",WY,DEMOCRATE,Senate,not-yet-a-candidate,00,2020,Open seat,False,0.0,0.0,0.0,0.0,,True,False
1424,S8TN00394,"PETTIGREW, AARON LEO",TN,REPUBLICAN,Senate,not-yet-a-candidate,00,2020,Open seat,False,0.0,0.0,0.0,0.0,,True,False
1425,S0AK00196,"GROSS, AL DR.",AK,INDEPENDENT,Senate,present-candidate,00,2020,Challenger,True,5241168.15,2297071.44,2944096.71,47659.22,2020-07-29,True,False
1426,H0WY01010,"HAFNER, CAROL",WY,DEMOCRATE,House,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1427,P00012310,"SCHULTZ, FREDERIC",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1428,S0AL00271,"SERBIN, JOHN PAUL",AL,REPUBLICAN,Senate,not-yet-a-candidate,00,2020,Challenger,True,450.0,0.0,450.0,0.0,2019-11-10,True,False
1429,P00011486,"MURPHY, ALFERD",US,PROGRESSIVE PARTY,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1430,P00010272,"MASON DO (RET), DR. JOHN CHRISTIPHER",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,2019-12-31,True,False
1431,H0CA40112,"METZGER, ORION PAIGE",CA,DEMOCRATE,House,not-yet-a-candidate,40,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1432,H0IA01190,"WHITE, DARREN D",IA,REPUBLICAN,House,not-yet-a-candidate,01,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1433,H0IA03212,"HUSS, BRADLEY LAVERNE",IA,REPUBLICAN,House,not-yet-a-candidate,03,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1434,H0IN05185,"NIEDERBERGER, DANIEL MR. JR.",IN,REPUBLICAN,House,not-yet-a-candidate,05,2020,Open seat,False,0.0,0.0,0.0,0.0,,True,False
1435,H0KY05148,"HIBBITTS, WILLIAM ROBERT",KY,INDEPENDENT,House,not-yet-a-candidate,05,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1436,H0MD06249,"PANCHAL, PREETI JAYANT MISS",MD,DEMOCRATE,House,not-yet-a-candidate,06,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1437,H0TN01225,"WILLIAMS, NICHOLE",TN,REPUBLICAN,House,not-yet-a-candidate,01,2020,Open seat,True,10173.0,7486.73,2686.27,0.0,2020-06-30,True,False
1438,P00012401,"MIN, ANGELA JA YUNG MS.",US,REPUBLICAN,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1439,P00012419,"CASSIBA, SAMUEL",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1440,P00012468,"CARSWELL, SAMUEL ALEXANDER MR",US,ALASKAN INDEPENDENCE PARTY,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1441,P00012484,"HAZZARD, SHANNON M",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1442,P00012526,"GARVEY, JOSEPH H. MR.",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1443,P00012542,"DEVAUGHN, CAD",US,INDEPENDENT AMERICAN PARTY,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1444,P00012583,"INGRAM, SONIA SUSANNE",US,REPUBLICAN,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1445,H0FL03191,"ROLLINS, GAVIN",FL,REPUBLICAN,House,present-candidate,03,2020,Open seat,True,179907.2,131998.74,47908.46,50000.0,2020-07-29,True,False
1446,H0FL19114,"FIGLESTHALER, WILLIAM MATTHEW MD",FL,REPUBLICAN,House,present-candidate,19,2020,Open seat,True,2544283.83,2303673.11,240610.72,1940000.0,2020-07-29,True,False
1447,S0GA00377,"DEJESUS, MARCKEITH",GA,DEMOCRATE,Senate,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1448,H0VA09121,"DICKERSON, CAMERON D.",VA,DEMOCRATE,House,not-yet-a-candidate,09,2020,Challenger,True,124.62,58.95,25.72,0.0,2020-06-30,True,False
1449,H0PA06142,"SIEDENBUEHL, THOMAS",PA,REPUBLICAN,House,present-candidate,06,2020,Challenger,True,120600.36,120600.36,0.0,98000.0,2020-03-31,True,False
1450,P00011338,"RYAN, TIMOTHY J.",US,DEMOCRATE,President,present-candidate,00,2020,Challenger,True,1341246.39,1340942.63,303.76,0.0,2020-01-01,True,False
1451,P00012088,"BOWHALL, WILLIAM E. JUNIOR",US,WRITE-IN,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
1452,H0AL01063,"LAMBERT, DOUGLAS WESTLEY III",AL,REPUBLICAN,House,present-candidate,01,2020,Open seat,True,182564.96,182564.96,0.0,71611.13,2020-03-31,True,False
1453,H0CA16112,"WILLIAMS, KIM",CA,DEMOCRATE,House,present-candidate,16,2020,Challenger,True,53242.48,45909.9,5702.91,0.0,2020-03-31,True,False
